date,cloud_coverage,processed
2023-01-14,45.33415934519787,True
2023-01-30,50.30930859052339,False
2023-02-15,19.017257077419835,True
2023-02-23,24.96501182698806,True
2023-03-03,45.298514117293685,True
2023-03-19,17.201415483967864,True
2023-03-27,22.9385372080799,True
2023-04-04,20.341034955320268,True
2023-04-12,7.3073655853420405,True
2023-04-20,23.276286888938948,True
2023-04-28,31.845690658556734,True
2023-05-22,4.498878313433952,True
2023-05-30,2.9735019148456887,True
2023-06-07,21.06794886235639,True
2023-06-15,11.704283059247578,True
2023-06-23,28.998976871667793,True
2023-07-09,34.890694225426145,True
2023-07-17,49.1198280393482,True
2023-08-02,46.956052414207406,True
2023-08-10,53.91672767890666,False
2023-08-18,49.935209694375615,True
2023-08-26,8.793271757903431,True
2023-09-19,39.81799579484869,True
2023-10-21,52.99790681084329,False
2023-10-29,13.776211796951266,True
2023-11-06,29.183445032665013,True
2023-11-30,41.17288991514605,True
2024-01-17,35.69626698956221,True
2024-02-02,7.209957197567018,True
2024-02-10,40.76176128257115,True
2024-02-18,16.2843311181197,True
2024-02-26,45.1160640534655,True
2024-03-05,18.159894308027337,True
2024-03-13,0.049443380641289725,True
2024-03-29,6.6722516332507364,True
2024-04-06,28.861230006758277,True
2024-04-14,34.176686753773375,True
2024-04-22,31.71343489524667,True
2024-04-30,17.747169970714125,True
2024-05-08,32.54031501088834,True
2024-06-17,16.788550349177743,True
2024-07-03,14.345033603664492,True
2024-07-11,22.05845911241271,True
2024-07-19,41.873099234061726,True
2024-07-27,40.16557783284524,True
2024-08-04,7.018167567770517,True
2024-08-12,9.262784410903357,True
2024-08-20,36.60877543741082,True
2024-08-28,33.671974731546136,True
2024-09-13,19.203790268078393,True
2024-09-21,46.362591049035075,True
2024-09-29,30.946370241045283,True
2024-10-31,12.241965157317713,True
2024-11-08,49.11569798002553,True
2024-11-16,18.8952091311857,True
2024-12-02,18.57440208004806,True
2024-12-10,46.103289029060605,True
2024-12-18,42.51079447322971,True
2024-12-26,10.579616279942927,True
